Analisis Forensik Layanan Signal Private Messenger pada Smartwatch Menggunakan Metode National Institute of Justice,"Teknologi informasi dan komunikasi yang pesat berdampak positif yaitu berupa kecepatan dan kemudahan untuk mendapatkan informasi dan data dengan penggunaan smartphone yang berbasis android. Tetapi, disisi lain juga memberikan dampak negatif berupa kejahatan siber. Penelitian ini bertujuan untuk mengangkat bukti data dan informasi digital dalam mengidentifikasi kasus kejahatan pornografi dengan memakai aplikasi Signal Private Messenger (SPM) pada smartwatch selaku perangkat korespondensi. Proses analisis forensik pada pengkajian ini memakai metode National Insitute of Justice (NIJ) dan tiga tools forensik, yaitu Wondershare Dr. Fone, MOBILedit, dan Oxygen Forensics. Skenario penelitian adalah terjadinya tindak pidana pornografi. Penelitian ini berhasil mengangkat barang bukti berupa photos, videos, music, contact, dan chatt. Pengujian dengan Wondershare Dr. Fone dihasilkan akurasi 80%, MobilEdit dihasilkan akurasi 40%, dan Oxygen dihasilkan akurasi 0%. Oleh karena itu disimpulkan bahwa Wondershare Dr. Fone memberikan hasil yang terbaik."
Desain Fitur Aplikasi E-Learning Penunjang Pembelajaran Berbasis Android,"Pada masa pandemi saat ini, pembelajaran jarak jauh atau daring merupakan metode pembelajaran yang wajib dilakukan oleh penyelenggara pendidikan di Indonesia. Saat ini pembelajaran daring masih memiliki kekurangan dalam terbatasnya waktu tatap muka sehingga berdampak pada kurang optimalnya proses belajar mengajar. Hal ini berdampak bagi siswa yang perlu melakukan pembelajaran secara mandiri dengan bantuan aplikasi pembelajaran yang saat ini banyak tersedia. Sering kali siswa menjumpai aplikasi pembelajaran yang memiliki fitur kurang lengkap atau aplikasi yang mengharuskan untuk melakukan pembayaran terlebih dahulu sebelum digunakan. Dari masalah tersebut, perlu adanya media pembelajaran yang dapat mengakomodir seluruh keperluan siswa dalam peningkatan pemahaman materi pembelajaran. Penelitian ini bertujuan untuk menampilkan desain aplikasi pembelajaran berbasis android. Desain yang ditampilkan mulai dari desain setiap fitur hingga pada desain perancangan sistem. Fitur yang disediakan pada penelitian berkelanjutan antara lain, fitur informasi, fitur materi dengan penjelasan materi dari guru melalui rekaman suara, fitur evaluasi untuk mengetahui pemahaman siswa dan fitur video sebagai penunjang penyampaian materi. Hasil dari penelitian ini menunjukkan bahwa siswa memiliki daya tarik terhadap fitur dan tampilan desain aplikasi yang dirancang dan memungkinkan siswa dapat meningkatkan kemampuan akademis dalam proses pembelajaran mandiri."
Forensik Digital Kasus Penyebaran Pornografi pada Aplikasi Facebook Messenger Berbasis Android Menggunakan Kerangka Kerja National Institute of Justice,"Perbuatan kriminal pada zaman sekarang semakin berkembang salah satunya adalah kriminal kejahatan dengan memanfaatkan sosial media. Pertumbuhan pengguna smartphone berbasis Android untuk mengakses media dalam berkomunikasi menggunakan media sosial Facebook Messenger sangat cepat. aktivitas kejahatan sebagaimana penyebaran konten pornografi yang belakangan ini banyak digunakan dengan aplikasi Facebook Messenger. Penelitian ni dilakukan untuk mendapatkan bukti forensik kegiatan kejahatan penyebarluasan pornografi pada aplikasi sosial media Facebook Messenger yang diakses melalui aplikasi smartphone.  Penyelidikan dalam penelitian ini menggunakan metode National Institute of Justice (NIJ) yang menyediakan beberapa tahap identification, preservation, collection, examination, analysis, dan presentation. Pengangkatan bukti digital perilaku kriminal menggunakan software perangkat lunak Magnet Axiom dan Belkasoft Evidence Center. Bukti digital dicari terhadap perangkat pelaku kriminal penyebarluasan pornografi yang disita dengan skenario kasus dengan 11 variabel sehingga didapatkan barang bukti berupa spesifikasi perangkat, akun Facebook Messenger, email, gambar, video dan audio. Hasil penelitian ni menunjukkan Magnet Axiom lebih baik dengan akurasi 90,91% dibandingkan Belkasoft Evidence Center 46,66%."
"Komparasi Support Vector Machine, Logistic Regression Dan Artificial Neural Network Dalam Prediksi Penyakit Jantung","Penyakit jantung adalah salah satu penyakit yang menyebabkan risiko kematian cukup tinggi di dunia. Kolesterol, diabetes, tekanan darah tinggi merupakan faktor-faktor pemicu terjadinya penyakit jantung. Perlu deteksi sejak ini mengenai prediksi penyakit jantung pada setiap individu agar pencegahan dan pengobatan dapat segera dilakukan demi tingkat Kesehatan yang lebih baik. Berbagai metode dapat dilakukan untuk melakukan deteksi penyakit jantung, baik dengan metode tradisional dan metode yang memanfaatkan teknologi. Saat ini mulai banyak bermunculan sistem pendeteksi penyakit jantung dengan memanfaatkan algoritma machine learning. Algoritma machine learning dianggap mudah untuk diaplikasikan untuk mengklasifikasikan apakah seseorang terkena penyakit jantung. Penelitian ini mencoba melakukan klasifikasi penyakit jantung menggunakan dataset public dari UCI menggunakan tiga algorima machine learning, yaitu Support Vector Machine (SVM), Logistic Regression (LR) dan Artificial Neural Network (ANN). Ketiga algoritma tersebut diuji menggunakan empat skenario pembagian data training dan testing yang berbeda, yaitu 90:10, 80:20, 70:40 dan 60:40. Dari hasil eksperimen didapatkan hasil akurasi tertinggi pada metode Logistic Regression sebesar 86% menggunakan skenario pembagian data 80:20."
Klasifikasi Tutupan Lahan Melalui Citra Satelit SPOT-6 dengan Metode Convolutional Neural Network (CNN),"Lahan merupakan suatu wilayah dimana seluruh bagian biosfer dianggap tetap atau siklis yang terdapat di atas maupun di bawah permukaan bumi. Klasifikasi lahan dilakukan dengan tujuan untuk memudahkan pemantauan penggunaan serta pengaturan tata letak lahan pada suatu wilayah. Pada penelitian ini dilakukan klasifikasi terhadap citra lahan yang diperoleh dari satelit SPOT-6 dengan menggunakan Metode Convolutional Neural Network (CNN). Jenis lahan yang dilakukan klasifikasi berupa sawah, hutan, pemukiman, sungai dan bukit gundul dengan jumlah data yang digunakan adalah 350 data citra lahan. Dari total data, sebanyak 75% data digunakan sebagai data latih dan 25% digunakan sebagai data uji. Model CNN yang digunakan pada penelitian ini yaitu basic CNN dengan arsitektur yang terdiri dari 3 hidden convolutional layer, 1 fully connected layer dan 2 stride. Hasil performa sistem yang diperoleh pada penelitian ini diantaranya adalah akurasi 95,45%, loss 0,2457, serta rata-rata dari masing-masing nilai precision, recall dan f1-score sebesar 0,92. Dapat disimpulkan bahwa metode CNN dapat digunakan secara optimal dalam mengklasifikasikan 5 jenis tutupan lahan."
Perancangan Visualisasi Dashboard dan Clustering dengan Menerapkan Business Intelligence pada Dinas DPMPTSP Kabupaten Dharmasraya,"Penelitian ini bertujuan untuk merancang dan membangun dashboard dan clustering data layanan perizinan publik Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) Kabupaten Dharmasraya, untuk memudahkan proses analisis data dan pengambilan keputusan oleh pihak manajemen dengan memanfaatkan Business Intelligence. Karena selama ini proses analisis data masih dilakukan secara konvensional yaitu dengan mengambil data dari Aplikasi kemudian dikonversikan ke Microsoft Excel terlebih dahulu, baru dilakukan analisis. Proses seperti ini akan memakan waktu yang lama dan hasil analisis yang tidak akurat. Dalam melakukan Layanan Perizinan untuk Publik, Dinas DPMPTSP selama ini sudah menggunakan Aplikasi SiCantik, yaitu aplikasi berbasis web yang terintegrasi untuk pengelolaan perizinan usaha maupun layanan umum lainnya yang bersifat Online Single Submission (OSS). Namun, aplikasi ini hanya sebatas melakukan pengelolaan data, belum terdapat visualisasi dashboard untuk memudahkan proses analisis. Sebelum melakukan perancangan dashboard dan proses clustering data, terlebih dahulu dilakukan pengolahan data dari Database Aplikasi dalam bentuk Extract-Transform-Load (ETL) menggunakan tool perangkat lunak Pentaho Data Integration (PDI), sedangkan untuk merancang dashboard dan proses clustering menggunakan perangkat lunak Mirosoft Power BI. Hasil dari penelitian ini adalah bentuk visualisasi dashboard yang interaktif dan mudah dipahami, serta pengelompokkan data dalam bentuk grafik clusterisasi yang dapat mempermudah pihak manajemen dalam pengambilan keputusan."
Data Mining Menggunakan Algoritma Apriori dalam Rekomendasi Produk Restoran,"Pemanfaatan teknologi Data mining kini telah banyak diterapkan di perusahaan besar di berbagai aspek. Namun sayangnya, masih banyak usaha-usaha di Indonesia yang belum memanfaatkan teknologi data mining dalam meningkatkan rencana strategis usaha ke depan, data-data yang masuk ke perusahaan hanya menjadi data history, masuk ke arsip perusahaan dan akhirnya dibiarkan tersimpan. Perusahaan dituntut memberikan layanan yang mudah dan cepat kepada customer serta menentukan strategi bisnis ke depannya, khususnya pada Restoran Bahari Bangka Belitung dalam melayani wisatawan mendapatkan fakta bahwa wisatawan sangat sulit menentukan produk yang ingin dipesan dan meminta rekomendasi kepada pelayan. Berdasarkan masalah yang dihadapi ini dapat diselesaikan dengan memanfaatkan data transaksi yang diolah dalam memberikan rekomendasi produk atau menu unggulan yang terkait untuk kepentingan pemasaran. Data mining melakukan penggalian data yang sudah tersimpan dalam jangka waktu tertentu untuk dijadikan refrensi didalam memberikan rekomendasi. Algoritma dalam penelitian ini adalah algoritma apriori berbasis website dan android dengan menggunakan metode prototype. Hasil dari penelitian ini yaitu rekomendasi apriori terhadap produk dalam bentuk aturan asosiatif atau pola transaksi customer dengan cara mengumpulkan data transaksi lalu dengan eksperimen dataset sejumlah 274 transaksi dihitung menggunakan algoritma Apriori dengan nilai support minimal 50 dan nilai confidence minimal 75%. Pengujian User Acceptance Testing dari 6 variabel dengan detail 10 pertanyaan mengenai effort expectancy, social influence, performance expectancy, use behavior, supporting  facilitating dan behavioral intention menghasilkan indeks rata-rata sebesar 90.4%."
Analisis Optimasi Fungsi Pelatihan Machine Learning Neural Network dalam Peramalan Kemiskinan,"Banyak metode fungsi pelatihan dalam Machine Learning Neural Network yang digunakan dalam menyelesaikan masalah komputasi yang berkaitan dengan prediksi. Fungsi pelatihan yang digunakan pada Machine Learning metode algoritma backpropagation dapat menghasilkan prediksi  yang berbeda, yang dipengaruhi oleh parameter dan data yang digunakan. Tujuan dari penelitian dilakukan untuk menganalisis performa dan keakuratan algoritma backpropagation standard serta mengoptimalkan fungsi pelatihan dengan algoritma Bayesian Regulation, dan One Step Secant. Dalam proses analisis, penelitian ini menggunakan Dataset jumlah kemiskinan di Indonesia dalam jangka waktu 12 tahun (tahun 2009 - 2020) yang terdiri dari 34 provinsi. Data diperoleh dari website Badan Pusat Statistik (BPS) Indonesia https://www.bps.go.id/. Berdasarkan pelatihan, pengujian, dan analisis yang dilakukan diperoleh hasil dari penelitian, bahwa model jaringan 5-9-1 menggunakan fungsi pelatihan Bayesian Regulation mampu melakukan optimasi yang lebih baik dengan percepatan waktu pelatihan, MSE Pengujian, Performance lebih rendah dibandingkan dengan 2 metode yang lain, dengan demikian disimpulkan bahwa model jaringan 5-9-1 menggunakan algoritma Bayesian Regulation dapat digunakan untuk prediksi kemiskinan di Indonesia."
Pemanfaatan Katalon Studio  untuk Otomatisasi Pengujian Black-Box  pada Aplikasi iPosyandu,"iPosyandu merupakan aplikasi berbasis mobile dan web yang dirancang untuk memudahkan melihat aktivitas di posyandu dan menyusun laporan aktivitas tersebut. Aplikasi ini dibangun sejak 2018 dan terus dikembangkan seiring dengan luasnya pengguna IPosyandu yang ditargetkan di seluruh Indonesia. Oleh karena itu diperlukan peningkatan kualitas dari aplikasi iPosyandu melalui proses pengujian. Penelitian ini menerapkan kakas Katalon Studio untuk mengotomatisasi proses pengujian black box aplikasi iPosyandu. Pengujian bertujuan untuk meminimalisir apa yang tidak bisa di back up oleh pengujian secara manual dan menghindari human error. Test case yang digunakan dalam pengujian dengan Katalon Studio menerapkan record dan playback. Pengujian otomatis ini dibandingkan dengan manual dan menunjukkan hasil yang sama, dengan waktu pengujian yang lebih cepat. Untuk 13 kasus uji yang dicobakan, diperoleh peningkatan kecepatan hasil eksekusi menjadi 283,08 detik dibandingkan dengan 719,27detik ketika diuji secara manual. Dengan demikian terjadi peningkatan kecepatan 2,54 kali."
Penerapan Model Single Sign-On dengan Sistem Front Office dan Layanan pada Sistem E-Bengkel Terintegrasi,"Bengkel kendaraan sebagai usaha layanan jasa yang banyak ditekuni oleh masyarakat kecil sebagai mata pencaharian utama. Saat perkembangan teknologi informasi yang sangat pesat, masih banyak usaha bengkel kendaraan bermotor yang menerapkan tata Kelola secara konvensional. Tata kelola secara konvensional berisiko sangat rawan terjadi kehilangan dan kerusakan data yang menyebabkan kerugian pada perusahaan. Penelitian ini berfokus pada pengembangan Sistem E-Bengkel terintegrasi berbasis web untuk memperbaiki tata kelola manual pada Bagian Front Office dan Bagian Layanan bengkel konvensional. Bagian Front Office pada bengkel merupakan bagian yang menangani proses pendaftaran pelanggan, penjualan spare part, dan check-in service. Bagian layanan pada bengkel merupakan bagian yang menangani proses penerimaan service dan pencatatan pengerjaan service kendaraan. Hasil dari sistem informasi manajemen ini yaitu berupa aplikasi berbasis web yang sesuai dengan proses bisnis Front Office dan layanan suatu bengkel kendaraan. Sistem ini menerapkan model Single Sign-On (SSO) sebagai model manajemen satu gerbang masuk untuk semua modul, manajemen session, serta manajemen semua hak akses pengguna. Model Multi-Channel Access (MCA) dipergunakan untuk memperkaya dan mempermudah akses informasi ke pemilik, pelanggan dan pegawai. Implementasi sistem berbasis komputer dengan Model SSO dan MCA diharapkan mampu meningkatkan pelayanan dan peluang bisnis dari Usaha Kecil Bengkel."
